Sao Tome and Principe,,
Saudi Arabia,35.5209831625769,32.159204977113
Senegal,22.9490914783308,24.9831341973865
Serbia,48.6702102411693,48.9609956559925
Seychelles,87.0444044109968,82.3562686214226
Sierra Leone,11.2388259485764,9.69026986030876
Singapore,178.198251436118,176.891299992751
Sint Maarten (Dutch part),,
Slovak Republic,94.9268326476368,91.8440865121276
Slovenia,85.5686370516669,84.3570583498527
Small states,68.778229262547,69.5346651253046
Solomon Islands,42.1262386063781,36.4969019192988
"Somalia, Fed. Rep.",14.2123377080084,13.0675548124059
South Africa,27.4970371508423,27.2021294051151
South Asia,19.1957804820547,18.1387691773124
South Asia (IDA & IBRD),19.1957804820547,18.1387691773124
South Sudan,,
Spain,34.874813986254,34.6755629292261
Sri Lanka,21.4462486146411,21.8235309247363
St. Kitts and Nevis,,
St. Lucia,,
St. Martin (French part),,
St. Vincent and the Grenadines,,
Sub-Saharan Africa,24.4067562264435,22.8518860394826
Sub-Saharan Africa (IDA & IBRD countries),24.4067562264435,22.8518860394826
Sub-Saharan Africa (excluding high income),25.0872401804059,23.5527306764014
Sudan,7.65020198466392,8.45298341762853
Suriname,,
Sweden,45.8909449211588,48.2412138172619
Switzerland,67.4781861031999,66.9653936798419
Syrian Arab Republic,14.9170277126093,13.0100664640827
Tajikistan,14.3754784742862,14.9799392742745
Tanzania,14.7391433931711,16.0367461484986
Thailand,64.838096899332,59.5188906218859
Timor-Leste,2.93153173338197,21.2143178464812
Togo,24.2239524638869,23.8124527104537
Tonga,21.3767137575036,22.7656694071931
Trinidad and Tobago,,
Tunisia,45.4854826504286,45.9504933345152
Turkiye,31.2326962348151,33.0742160572998
Turkmenistan,29.8999852816462,24.7336007327164
Turks and Caicos Islands,,
Tuvalu,,
Uganda,15.0870530611511,17.1090580167383
Ukraine,45.2352356625927,41.2316912560049
United Arab Emirates,93.7169810154613,96.8595999294072
United Kingdom,31.5801113597336,31.63478028095
United States,12.2871107596266,11.7891974097286
Upper middle income,23.2649885220752,22.4220136133241
Uruguay,26.4215439434306,27.9053695836796
Uzbekistan,24.1769774001867,25.3501332976894
Vanuatu,56.6105327921724,50.3452768729642
"Venezuela, RB",,
Viet Nam,84.4234560833365,85.1575874073411
Virgin Islands (U.S.),53.1226102472598,54.9623877699587
